ats_id,year,offers_hosted_pool,subscriber_opt_out_capability,internal_trading_allowed,affiliate_access_to_ats,routing_to_affiliate_venue,segmentation_supported,segmentation_customer_flag,segmentation_disclosed,segmentation_uniform,market_data_feed_available,display_to_persons,display_procedures_uniform,supports_iois,custom_order_types,ecn_status,order_type_complexity,trading_access_summary,data_segmentation_practices,custom_order_types_list,unrecognised_custom_orders
ITGP,2021,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,1,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"There is no segmentation in the Conditional Session. In the Main Session, VAL segments Direct Subscribers into five distinct Liquidity Profiles based upon their removal orders. Direct Subscribers may enter instructions that when present on liquidity adding orders will prevent interaction with liquidity taking orders from Subscribers who fall into specified Liquidity Profiles. VAL scores and segmen…","ABOVE, ACCEPTS, ALL, ENTRY., III., IOC, IV., LOCKED., NEW, ONLY, ORDERS., PEG, POST-ONLY, PREVENT, PRINCIPAL, SESSION, SESSION., SIDE, SLIDING, TRANSMITTED, post_only, primary_peg","ONLY, SESSION, LOCKED., IOC, TRANSMITTED, PRINCIPAL, ACCEPTS, ABOVE, IV., SESSION., PEG, SLIDING, ENTRY., SIDE, III., ALL, POST-ONLY, PREVENT, NEW, ORDERS."
ITGP,2022,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,Continuous Crossing Session VAL segments Direct Subscribers into three distinct Liquidity Profiles based upon all of their filled orders. Direct Subscribers may enter instructions that when present on orders will prevent interaction with orders from Subscribers who fall into specified Liquidity Profiles. VAL scores and segments Direct Subscribers at the POSIT Moniker level.  The POSIT Moniker is a…,"ABOVE, ACCEPTS, AGAINST, ALL, BELOW, CURRENT, ENTRY., III., IOC, IV., MESSAGE., NEW, ONLY, ORDERS., PEG, POST-ONLY, PREVENT, PRINCIPAL, RESPONSE, SESSION., SIDE, SINGLE, SLIDING, THEIR, THIS, TRANSMITTED, conditional, conditional, post_only, primary_peg","ONLY, RESPONSE, IOC, TRANSMITTED, PRINCIPAL, ACCEPTS, BELOW, ABOVE, CURRENT, SINGLE, IV., MESSAGE., SESSION., PEG, AGAINST, ENTRY., SLIDING, THIS, SIDE, THEIR, III., ALL, POST-ONLY, PREVENT, NEW, ORDERS."
ITGP,2023,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,1,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"There is no segmentation in the Conditional Session. In the Main Session, VAL segments Direct Subscribers into five distinct Liquidity Profiles based upon their removal orders. Direct Subscribers may enter instructions that when present on liquidity adding orders will prevent interaction with liquidity taking orders from Subscribers who fall into specified Liquidity Profiles. VAL scores and segmen…","ABOVE, ACCEPTS, ALL, ENTRY., III., IOC, IV., LOCKED., NEW, ONLY, ORDERS., PEG, POST-ONLY, PREVENT, PRINCIPAL, SESSION, SESSION., SIDE, SLIDING, TRANSMITTED, post_only, primary_peg","ONLY, SESSION, LOCKED., IOC, TRANSMITTED, PRINCIPAL, ACCEPTS, ABOVE, IV., SESSION., PEG, SLIDING, ENTRY., SIDE, III., ALL, POST-ONLY, PREVENT, NEW, ORDERS."
ITGP,2024,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,Continuous Crossing Session VAL segments Direct Subscribers into three distinct Liquidity Profiles based upon all of their filled orders. Direct Subscribers may enter instructions that when present on orders will prevent interaction with orders from Subscribers who fall into specified Liquidity Profiles. VAL scores and segments Direct Subscribers at the POSIT Moniker level.  The POSIT Moniker is a…,"ABOVE, ACCEPTS, AGAINST, ALL, BELOW, CURRENT, ENTRY., III., IOC, IV., MESSAGE., NEW, ONLY, ORDERS., PEG, POST-ONLY, PREVENT, PRINCIPAL, RESPONSE, SESSION., SIDE, SINGLE, SLIDING, THEIR, THIS, TRANSMITTED, conditional, conditional, post_only, primary_peg","ONLY, RESPONSE, IOC, TRANSMITTED, PRINCIPAL, ACCEPTS, BELOW, ABOVE, CURRENT, SINGLE, IV., MESSAGE., SESSION., PEG, AGAINST, ENTRY., SLIDING, THIS, SIDE, THEIR, III., ALL, POST-ONLY, PREVENT, NEW, ORDERS."
ITGP,2025,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,1,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"There is no segmentation in the Conditional Session. In the Main Session, VAL segments Direct Subscribers into five distinct Liquidity Profiles based upon their removal orders. Direct Subscribers may enter instructions that when present on liquidity adding orders will prevent interaction with liquidity taking orders from Subscribers who fall into specified Liquidity Profiles. VAL scores and segmen…","ABOVE, ACCEPTS, ALL, ENTRY., III., IOC, IV., LOCKED., NEW, ONLY, ORDERS., PEG, POST-ONLY, PREVENT, PRINCIPAL, SESSION, SESSION., SIDE, SLIDING, TRANSMITTED, post_only, primary_peg","ONLY, SESSION, LOCKED., IOC, TRANSMITTED, PRINCIPAL, ACCEPTS, ABOVE, IV., SESSION., PEG, SLIDING, ENTRY., SIDE, III., ALL, POST-ONLY, PREVENT, NEW, ORDERS."
JBPX,2020,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0.0,5,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"Subscriber Firm/Conditional Order flow is assigned to an order flow type, each of which corresponds to a tier used for purposes of determining priority (given JPM-X's use of price/tier/time priority as described in response to Part III, Item 11(c)).  JPMS assigns a Subscriber's Firm/Conditional Order flow to an order flow type based upon an initial review of information received from the Subscribe…","ABOVE, ELIGIBLE, EXECUTED, EXEMPT, FIRM-UP, FIRM/CONDITIONAL, III., INCLUDING, ITS, IV., ONE, ORIGINAL, PEG, POST-ONLY, REPLACEMENT, SLIDING, THAN, TWO, conditional, conditional, limit, market_peg, midpoint, post_only, primary_peg","TWO, III., ITS, EXEMPT, REPLACEMENT, POST-ONLY, SLIDING, INCLUDING, ABOVE, THAN, IV., ELIGIBLE, ONE, ORIGINAL, FIRM-UP, EXECUTED, PEG, FIRM/CONDITIONAL"
JBPX,2021,0,,,,,,,,,0,,,,0,,0,,No narrative provided,,None
JBPX,2022,0,,,,,,,,,0,,,,0,,0,,No narrative provided,,None
JBPX,2023,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0.0,5,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"Subscriber Firm/Conditional Order flow is assigned to an order flow type, each of which corresponds to a tier used for purposes of determining priority (given JPM-X's use of price/tier/time priority as described in response to Part III, Item 11(c)). JPMS assigns a Subscriber's Firm/Conditional Order flow to an order flow type based upon an initial review of information received from the Subscriber…","ABOVE, AND/OR, ANY, ELIGIBLE, EXECUTED, EXEMPT, FIRM-UP, FIRM/CONDITIONAL, III., INCLUDING, ITS, IV., NON, ONE, ORIGINAL, PEG, POST-ONLY, REPLACEMENT, SLIDING, THAN, TWO, conditional, conditional, limit, market_peg, midpoint, post_only, primary_peg","TWO, ITS, AND/OR, ORIGINAL, THAN, EXEMPT, ABOVE, IV., ONE, EXECUTED, PEG, FIRM/CONDITIONAL, NON, SLIDING, ANY, FIRM-UP, III., REPLACEMENT, POST-ONLY, INCLUDING, ELIGIBLE"
JBPX,2024,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"Subscriber Firm/Conditional Order flow is assigned to an order flow type, each of which corresponds to a tier.  JPMS assigns a Subscriber's Firm/Conditional Order flow to an order flow type based upon an initial review of information received from the Subscriber at onboarding.  The order flow types and corresponding tiers are provided below.  For the avoidance of doubt, ""institutional investor cli…","AND/OR, ANY, EXECUTE, FIRM-UP, FIRM/CONDITIONAL, III., IV., MATCH, MATCHED, MATCHES, POST-ONLY, SEPARATE, SLIDING, UNEXECUTED, conditional, conditional, post_only, vwap","III., EXECUTE, MATCHES, POST-ONLY, MATCHED, SLIDING, AND/OR, ANY, SEPARATE, IV., UNEXECUTED, FIRM-UP, MATCH, FIRM/CONDITIONAL"
JBPX,2025,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0.0,5,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"Subscriber Firm/Conditional Order flow is assigned to an order flow type, each of which corresponds to a tier used for purposes of determining priority (given JPM-X's use of price/tier/time priority as described in response to Part III, Item 1 l(c)). JPMS assigns a Subscriber's Firm/Conditional Order flow to an order flow type based upon a review of information received from the Subscriber at onbo…","ABOVE, AND/OR, ANY, ELIGIBLE, EXECUTED, FIRM-UP, FIRM/CONDITIONAL, III., INCLUDING, ITS, IV., ONE, ORIGINAL, PEG, POST-ONLY, REPLACEMENT, SELL-PLUS, SLIDING, THAN, TWO, conditional, conditional, limit, market_peg, midpoint, post_only, primary_peg","TWO, ITS, SELL-PLUS, AND/OR, ORIGINAL, THAN, ABOVE, IV., ONE, EXECUTED, PEG, FIRM/CONDITIONAL, SLIDING, ANY, FIRM-UP, III., REPLACEMENT, POST-ONLY, INCLUDING, ELIGIBLE"
JPMX,2020,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0.0,5,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"Subscriber Firm/Conditional Order flow is assigned to an order flow type, each of which corresponds to a tier used for purposes of determining priority (given JPM-X's use of price/tier/time priority as described in response to Part III, Item 11(c)).  JPMS assigns a Subscriber's Firm/Conditional Order flow to an order flow type based upon an initial review of information received from the Subscribe…","ABOVE, ELIGIBLE, EXECUTED, EXEMPT, FIRM-UP, FIRM/CONDITIONAL, III., INCLUDING, ITS, IV., ONE, ORIGINAL, PEG, POST-ONLY, REPLACEMENT, SLIDING, THAN, TWO, conditional, conditional, limit, market_peg, midpoint, post_only, primary_peg","TWO, III., ITS, EXEMPT, REPLACEMENT, POST-ONLY, SLIDING, INCLUDING, ABOVE, THAN, IV., ELIGIBLE, ONE, ORIGINAL, FIRM-UP, EXECUTED, PEG, FIRM/CONDITIONAL"
JPMX,2021,0,,,,,,,,,0,,,,0,,0,,No narrative provided,,None
JPMX,2022,0,,,,,,,,,0,,,,0,,0,,No narrative provided,,None
JPMX,2023,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0.0,5,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"Subscriber Firm/Conditional Order flow is assigned to an order flow type, each of which corresponds to a tier used for purposes of determining priority (given JPM-X's use of price/tier/time priority as described in response to Part III, Item 11(c)). JPMS assigns a Subscriber's Firm/Conditional Order flow to an order flow type based upon an initial review of information received from the Subscriber…","ABOVE, AND/OR, ANY, ELIGIBLE, EXECUTED, EXEMPT, FIRM-UP, FIRM/CONDITIONAL, III., INCLUDING, ITS, IV., NON, ONE, ORIGINAL, PEG, POST-ONLY, REPLACEMENT, SLIDING, THAN, TWO, conditional, conditional, limit, market_peg, midpoint, post_only, primary_peg","TWO, ITS, AND/OR, ORIGINAL, THAN, EXEMPT, ABOVE, IV., ONE, EXECUTED, PEG, FIRM/CONDITIONAL, NON, SLIDING, ANY, FIRM-UP, III., REPLACEMENT, POST-ONLY, INCLUDING, ELIGIBLE"
JPMX,2024,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"Subscriber Firm/Conditional Order flow is assigned to an order flow type, each of which corresponds to a tier.  JPMS assigns a Subscriber's Firm/Conditional Order flow to an order flow type based upon an initial review of information received from the Subscriber at onboarding.  The order flow types and corresponding tiers are provided below.  For the avoidance of doubt, ""institutional investor cli…","AND/OR, ANY, EXECUTE, FIRM-UP, FIRM/CONDITIONAL, III., IV., MATCH, MATCHED, MATCHES, POST-ONLY, SEPARATE, SLIDING, UNEXECUTED, conditional, conditional, post_only, vwap","III., EXECUTE, MATCHES, POST-ONLY, MATCHED, SLIDING, AND/OR, ANY, SEPARATE, IV., UNEXECUTED, FIRM-UP, MATCH, FIRM/CONDITIONAL"
JPMX,2025,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,0.0,5,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"Subscriber Firm/Conditional Order flow is assigned to an order flow type, each of which corresponds to a tier used for purposes of determining priority (given JPM-X's use of price/tier/time priority as described in response to Part III, Item 1 l(c)). JPMS assigns a Subscriber's Firm/Conditional Order flow to an order flow type based upon a review of information received from the Subscriber at onbo…","ABOVE, AND/OR, ANY, ELIGIBLE, EXECUTED, FIRM-UP, FIRM/CONDITIONAL, III., INCLUDING, ITS, IV., ONE, ORIGINAL, PEG, POST-ONLY, REPLACEMENT, SELL-PLUS, SLIDING, THAN, TWO, conditional, conditional, limit, market_peg, midpoint, post_only, primary_peg","TWO, ITS, SELL-PLUS, AND/OR, ORIGINAL, THAN, ABOVE, IV., ONE, EXECUTED, PEG, FIRM/CONDITIONAL, SLIDING, ANY, FIRM-UP, III., REPLACEMENT, POST-ONLY, INCLUDING, ELIGIBLE"
KCGM,2020,0,1.0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,1.0,1.0,0,0.0,5,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,No narrative provided,"ACCEPTS, AGAINST, AGGREGATE, BELOW, DEFAULT, III., IN-BOUND, IOC, IV., LOCKED., MARKET., MULTIPLE, ORDERS., PEG, POST-ONLY, PRINCIPAL, RESPONSE, RESTING, ROUTE, SESSION., SIDE, SLIDING, SUBMIT, THEIR, WITH, conditional, conditional, market_peg, midpoint, post_only, primary_peg","RESPONSE, IN-BOUND, IOC, LOCKED., WITH, MARKET., PRINCIPAL, BELOW, ACCEPTS, RESTING, ROUTE, IV., MULTIPLE, SESSION., PEG, AGAINST, SLIDING, SIDE, AGGREGATE, THEIR, III., POST-ONLY, DEFAULT, ORDERS., SUBMIT"
KCGM,2021,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,1,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"There is no segmentation in the Conditional Session. In the Main Session, VAL segments Direct Subscribers into five distinct Liquidity Profiles based upon their removal orders. Direct Subscribers may enter instructions that when present on liquidity adding orders will prevent interaction with liquidity taking orders from Subscribers who fall into specified Liquidity Profiles. VAL scores and segmen…","ABOVE, ACCEPTS, ALL, ENTRY., III., IOC, IV., LOCKED., NEW, ONLY, ORDERS., PEG, POST-ONLY, PREVENT, PRINCIPAL, SESSION, SESSION., SIDE, SLIDING, TRANSMITTED, post_only, primary_peg","ONLY, SESSION, LOCKED., IOC, TRANSMITTED, PRINCIPAL, ACCEPTS, ABOVE, IV., SESSION., PEG, SLIDING, ENTRY., SIDE, III., ALL, POST-ONLY, PREVENT, NEW, ORDERS."
KCGM,2022,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,Continuous Crossing Session VAL segments Direct Subscribers into three distinct Liquidity Profiles based upon all of their filled orders. Direct Subscribers may enter instructions that when present on orders will prevent interaction with orders from Subscribers who fall into specified Liquidity Profiles. VAL scores and segments Direct Subscribers at the POSIT Moniker level.  The POSIT Moniker is a…,"ABOVE, ACCEPTS, AGAINST, ALL, BELOW, CURRENT, ENTRY., III., IOC, IV., MESSAGE., NEW, ONLY, ORDERS., PEG, POST-ONLY, PREVENT, PRINCIPAL, RESPONSE, SESSION., SIDE, SINGLE, SLIDING, THEIR, THIS, TRANSMITTED, conditional, conditional, post_only, primary_peg","ONLY, RESPONSE, IOC, TRANSMITTED, PRINCIPAL, ACCEPTS, BELOW, ABOVE, CURRENT, SINGLE, IV., MESSAGE., SESSION., PEG, AGAINST, ENTRY., SLIDING, THIS, SIDE, THEIR, III., ALL, POST-ONLY, PREVENT, NEW, ORDERS."
KCGM,2023,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,1,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"There is no segmentation in the Conditional Session. In the Main Session, VAL segments Direct Subscribers into five distinct Liquidity Profiles based upon their removal orders. Direct Subscribers may enter instructions that when present on liquidity adding orders will prevent interaction with liquidity taking orders from Subscribers who fall into specified Liquidity Profiles. VAL scores and segmen…","ABOVE, ACCEPTS, ALL, ENTRY., III., IOC, IV., LOCKED., NEW, ONLY, ORDERS., PEG, POST-ONLY, PREVENT, PRINCIPAL, SESSION, SESSION., SIDE, SLIDING, TRANSMITTED, post_only, primary_peg","ONLY, SESSION, LOCKED., IOC, TRANSMITTED, PRINCIPAL, ACCEPTS, ABOVE, IV., SESSION., PEG, SLIDING, ENTRY., SIDE, III., ALL, POST-ONLY, PREVENT, NEW, ORDERS."
KCGM,2024,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,Continuous Crossing Session VAL segments Direct Subscribers into three distinct Liquidity Profiles based upon all of their filled orders. Direct Subscribers may enter instructions that when present on orders will prevent interaction with orders from Subscribers who fall into specified Liquidity Profiles. VAL scores and segments Direct Subscribers at the POSIT Moniker level.  The POSIT Moniker is a…,"ABOVE, ACCEPTS, AGAINST, ALL, BELOW, CURRENT, ENTRY., III., IOC, IV., MESSAGE., NEW, ONLY, ORDERS., PEG, POST-ONLY, PREVENT, PRINCIPAL, RESPONSE, SESSION., SIDE, SINGLE, SLIDING, THEIR, THIS, TRANSMITTED, conditional, conditional, post_only, primary_peg","ONLY, RESPONSE, IOC, TRANSMITTED, PRINCIPAL, ACCEPTS, BELOW, ABOVE, CURRENT, SINGLE, IV., MESSAGE., SESSION., PEG, AGAINST, ENTRY., SLIDING, THIS, SIDE, THEIR, III., ALL, POST-ONLY, PREVENT, NEW, ORDERS."
KCGM,2025,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,1,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"There is no segmentation in the Conditional Session. In the Main Session, VAL segments Direct Subscribers into five distinct Liquidity Profiles based upon their removal orders. Direct Subscribers may enter instructions that when present on liquidity adding orders will prevent interaction with liquidity taking orders from Subscribers who fall into specified Liquidity Profiles. VAL scores and segmen…","ABOVE, ACCEPTS, ALL, ENTRY., III., IOC, IV., LOCKED., NEW, ONLY, ORDERS., PEG, POST-ONLY, PREVENT, PRINCIPAL, SESSION, SESSION., SIDE, SLIDING, TRANSMITTED, post_only, primary_peg","ONLY, SESSION, LOCKED., IOC, TRANSMITTED, PRINCIPAL, ACCEPTS, ABOVE, IV., SESSION., PEG, SLIDING, ENTRY., SIDE, III., ALL, POST-ONLY, PREVENT, NEW, ORDERS."
LATS,2020,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0,0.0,2,ATS operator’s business units are not allowed to trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"Since implementation of Conditional functionality, Luminex has been educating Subscribers and their traders on its expectations regarding how traders should conduct their trading on the ATS (e.g., discouraging fall downs, which occur when a trader is presented with a match and either actively declines the opportunity to trade or allows the invitation to timeout without accepting the opportunity to…","ALL, ANY, ARE, ASSUMING, BELOW., CONDITIONAL., ELIGIBLE, EXECUTION., III., INTEREST., IV., LARGE, NEGOTIABLE, NEW, POST-ONLY, PRIORITIZES, ROUTE, SIDE, SLIDING, TOTAL, UNEXECUTED, conditional, post_only","INTEREST., LARGE, ASSUMING, ROUTE, PRIORITIZES, IV., EXECUTION., BELOW., SLIDING, ANY, SIDE, III., ALL, POST-ONLY, CONDITIONAL., TOTAL, ELIGIBLE, NEW, NEGOTIABLE, UNEXECUTED, ARE"
LATS,2021,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0,0.0,2,ATS operator’s business units are not allowed to trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"Since implementation of Conditional functionality, Luminex has been educating Subscribers and their traders on its expectations regarding how traders should conduct their trading on the ATS (e.g., discouraging fall downs, which occur when a trader is presented with a match and either actively declines the opportunity to trade or allows the invitation to timeout without accepting the opportunity to…","ALL, ANY, ARE, ASSUMING, BELOW., CONDITIONAL., ELIGIBLE, EXECUTION., III., INTEREST., IV., LARGE, NEGOTIABLE, NEW, POST-ONLY, PRIORITIZES, ROUTE, SIDE, SLIDING, TOTAL, UNEXECUTED, conditional, post_only","INTEREST., LARGE, ASSUMING, ROUTE, PRIORITIZES, IV., EXECUTION., BELOW., SLIDING, ANY, SIDE, III., ALL, POST-ONLY, CONDITIONAL., TOTAL, ELIGIBLE, NEW, NEGOTIABLE, UNEXECUTED, ARE"
LATS,2023,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0,0.0,5,ATS operator’s business units are not allowed to trade on the ATS. Affiliates can also send orders into the ATS. ATS can route orders to affiliated venues.,"Since implementation of Conditional functionality, Kezar Trading has been educating Participants and their traders on its expectations regarding how traders should conduct their trading on the Luminex ATS (e.g., discouraging fall downs, which occur when a trader is presented with a match and either actively declines the opportunity to trade or allows the invitation to timeout without accepting the…","ACTIVE, ALGO/SMART, ALL, ARE, ASSUMING, ATS, CONDITIONAL., ELIGIBLE, EXECUTABLE, FIRM-UP, FIRMED-UP, III., INTEREST., IV., LARGE, LEVEL, LEVELUP, MATCH., MINIMUM, NEW, PARTICIPANT, POST-ONLY, PRIORITIZES, RE-SEND, RELATED, ROUTE, ROUTED, ROUTER., SAME, SELECT, SIDE, SLIDING, THAT, THEIR, TOTAL, UNEXECUTED, USE, conditional, conditional, market_peg, midpoint, post_only, primary_peg","RE-SEND, INTEREST., ACTIVE, LEVELUP, LARGE, ASSUMING, PARTICIPANT, SELECT, ROUTE, PRIORITIZES, FIRMED-UP, IV., ALGO/SMART, RELATED, USE, SAME, ATS, SLIDING, FIRM-UP, EXECUTABLE, MATCH., SIDE, THEIR, III., THAT, ALL, POST-ONLY, CONDITIONAL., TOTAL, ELIGIBLE, LEVEL, NEW, UNEXECUTED, ROUTED, MINIMUM, ARE, ROUTER."
LATS,2024,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0,0.0,5,ATS operator’s business units are not allowed to trade on the ATS. Affiliates can also send orders into the ATS. ATS can route orders to affiliated venues.,"Since implementation of Conditional functionality, Kezar Trading has been educating Participants and their traders on its expectations regarding how traders should conduct their trading on the Luminex ATS (e.g., discouraging fall downs, which occur when a trader is presented with a match and either actively declines the opportunity to trade or allows the invitation to timeout without accepting the…","ACTIVE, ALGO/SMART, ALL, ARE, ASSUMING, ATS, CONDITIONAL., ELIGIBLE, EXECUTABLE, FIRM-UP, FIRMED-UP, III., INTEREST., IV., LARGE, LEVEL, LEVELUP, MATCH., MINIMUM, NEW, PARTICIPANT, POST-ONLY, PRIORITIZES, RE-SEND, RELATED, ROUTE, ROUTED, ROUTER., SAME, SELECT, SIDE, SLIDING, THAT, THEIR, TOTAL, UNEXECUTED, USE, conditional, conditional, market_peg, midpoint, post_only, primary_peg","RE-SEND, INTEREST., ACTIVE, LEVELUP, LARGE, ASSUMING, PARTICIPANT, SELECT, ROUTE, PRIORITIZES, FIRMED-UP, IV., ALGO/SMART, RELATED, USE, SAME, ATS, SLIDING, FIRM-UP, EXECUTABLE, MATCH., SIDE, THEIR, III., THAT, ALL, POST-ONLY, CONDITIONAL., TOTAL, ELIGIBLE, LEVEL, NEW, UNEXECUTED, ROUTED, MINIMUM, ARE, ROUTER."
LATS,2025,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1.0,1.0,1.0,1,0.0,3,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"LeveL Markets groups all subscribers into one or more of the following groups (the ""Predetermined Counterparty Groups"").  Subscribers are grouped at the MPID level.  As such, a subscriber with multiple MPIDs may be included in multiple Predetermined Counterparty Groups, but each individual MPID will only be included in a single Predetermined Counterparty Group.  Predetermined Counterparty Groups i…","ABC, ALL, ALO, ANY, BLOCK, CONDITIONAL-ONLY, CONTRASIDE, DESIGNATE, FIRM-UP, GIVEN, III., IOC, IV., POST-ONLY, PRICE., QUANTITY, RESPONSE., RESTING, SHARE, SHARE., SIZE, SLICED, SLIDING, WITH, conditional, conditional, post_only, post_only, post_only, vwap","SHARE, IOC, WITH, RESTING, CONTRASIDE, IV., QUANTITY, SLIDING, PRICE., BLOCK, ANY, CONDITIONAL-ONLY, SLICED, SHARE., FIRM-UP, SIZE, III., ABC, GIVEN, ALL, POST-ONLY, RESPONSE., DESIGNATE, ALO"
MSPL,2020,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0,0.0,2,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"ATS 6 accepts orders and conditional indications only from or on behalf of the categories of Participants described in response to Part III, Item 2(b), namely (i) registered broker-dealers on behalf of retail customers; (ii) eligible institutional customers of the Broker-Dealer Operator and its affiliates, including institutional customers who are SEC registered investment advisers, pension funds,…","AGENCY, III., IOC, IV., MATCHES, MIXED-LOT, ODD-LOT, POST-ONLY, PRINCIPAL, ROUTE, SINGLE, SLIDING, SMART, WITH, conditional, post_only","III., SINGLE, MATCHES, POST-ONLY, SLIDING, ROUTE, IOC, IV., WITH, SMART, ODD-LOT, AGENCY, PRINCIPAL, MIXED-LOT"
MSPL,2021,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0,0.0,1,ATS operator’s business units can trade on the ATS. Affiliates can also send orders into the ATS. ATS cannot route orders to affiliated venues.,"The Broker-Dealer Operator can classify a Participant in ATS-4 as a professional trader based on the nature and frequency of that Participant's activities (or, for a new Participant, its anticipated activities) in ATS-4. The Broker-Dealer Operator evaluates the nature and frequency of a Participant's activities based upon average daily message count and number of shares executed per order. Such cl…","AGENCY, ALL, BECAUSE, DETERMINING, EXEMPT, FULL, III., IOC, IV., POST-ONLY, PRINCIPAL, ROUTE, SINGLE, SLIDING, SMART, WERE, post_only","III., SINGLE, BECAUSE, ALL, DETERMINING, POST-ONLY, SLIDING, ROUTE, IOC, IV., FULL, SMART, AGENCY, PRINCIPAL, EXEMPT, WERE"
